original_index,span,label
1012,bad? they should be proud but they're so fucking nasty,UNHARMFUL_PROFANITY
1016,with UPS that likes to fucking deliver at 9PM. Or,UNHARMFUL_PROFANITY
1028,"means today, which is a pile of American commercialised shite.",UNHARMFUL_PROFANITY
1031,beat melodies then the lyrics are so fucking heartbreaking 😭,UNHARMFUL_PROFANITY
1042,just call people lying sluts and whores if they make,UNHARMFUL_PROFANITY
1046,Just as fast as mufuckers come around they will disappear,UNHARMFUL_PROFANITY
1053,been reduced to an absolute shithole under the watch of,UNHARMFUL_PROFANITY
1055,@user Fully send naked fotos of boobs and pussy fotos,UNHARMFUL_PROFANITY
1058,"and realised he was an arsehole. A married arsehole, who",UNHARMFUL_PROFANITY
1060,will forever make me smile. What a fucken amazing song😭,UNHARMFUL_PROFANITY
1062,that's how my fake bougie ass be out here lol.,UNHARMFUL_PROFANITY
1070,"I've slept like complete shiiiiit the last two nights, &",UNHARMFUL_PROFANITY
1071,"CD's (condom) in the same slot/slut',''''. Even King Los gav",UNHARMFUL_PROFANITY
1076,i would 100 % hug the fuck out of u,UNHARMFUL_PROFANITY
1080,Doyoung challenging his inner thot? Hoe? But I'm not complaining,UNHARMFUL_PROFANITY
1090,trial??? No words huh??? That asshole that you've been kissing,UNHARMFUL_PROFANITY
1128,"prettier, teehee sissy gay femboy horny slut toy whore daddy",UNHARMFUL_PROFANITY
1139,text I'm like 👀👀👀the nosy bitch in me realllyyy wants,UNHARMFUL_PROFANITY
1143,the traffic jams caused by these arseholes.Hope they are proud.,UNHARMFUL_PROFANITY
1144,were going out. It's still fuck her ‘ til this,UNHARMFUL_PROFANITY
1151,"talk to us like we're fucking idiots, listen to how,",UNHARMFUL_PROFANITY
1152,"like in a jhene aiko pussy fairy, spiritual healing, smoking",UNHARMFUL_PROFANITY
1159,a God complex but this is some next level batshittery.,UNHARMFUL_PROFANITY
1163,@user @speedybanks87 Id be pissed too. Simoni beat Bighill in,UNHARMFUL_PROFANITY
1164,manpuss. Slurpin all ova ur shinny phat dick head 🤎😈,UNHARMFUL_PROFANITY
1165,dishonest and corrupt performance. This dickhead could be the most,UNHARMFUL_PROFANITY
1179,ago cuz of you fucking dicks. If everyone just does,UNHARMFUL_PROFANITY
1189,i guess all the sexy bitches do be going Through,UNHARMFUL_PROFANITY
1194,"My back is still fucked up, I think this is",UNHARMFUL_PROFANITY
1196,"again. I ordered it a fucking month ago, stop delaying",UNHARMFUL_PROFANITY
1199,just glad I grew out of selfish entitled dickheads) 😂😂😂,UNHARMFUL_PROFANITY
1211,My stomach is such a moody bitch 😩,UNHARMFUL_PROFANITY
1212,Why is there not a dick in him!! Why is,UNHARMFUL_PROFANITY
1213,work. Either you're an intentional fucking troll on this platform,UNHARMFUL_PROFANITY
1214,form of evil? or is it just being an asshole?,UNHARMFUL_PROFANITY
1217,how about you shut the fuck up and stop guilt,UNHARMFUL_PROFANITY
1218,💩ton of fentanyl off of our streets?? Please explain. WTAF?!,UNHARMFUL_PROFANITY
1227,@user 'Fuck... You are irresistible...' Eivor muttered as she knelt,UNHARMFUL_PROFANITY
1228,kinda nervous but also fuckinng stoked to be opening the,UNHARMFUL_PROFANITY
1238,"yes or no, like it's fucked! I'm already at 7",UNHARMFUL_PROFANITY
1240,They put artists through a lot. They are disgusting motherfuckers.,UNHARMFUL_PROFANITY
1243,sacked from everywhere after letting it all turn to shit.,UNHARMFUL_PROFANITY
1247,and guess what Karma is a bitch! All you involved,UNHARMFUL_PROFANITY
1258,Hope your using wipes for that assss,UNHARMFUL_PROFANITY
1264,must have been an abusive arsehole. Anyway someone died &,UNHARMFUL_PROFANITY
1265,"loot, move on and get smashed by some sweaty cunts.",UNHARMFUL_PROFANITY
1270,vintage??? It was actually really fucking good and it was,UNHARMFUL_PROFANITY
1276,realized she was staring at my cumslut flight tag (•͈ᴗ•͈),UNHARMFUL_PROFANITY
1277,tl is so fcking depressing i think its time for,UNHARMFUL_PROFANITY
1287,lawlessness - or suck the mighty dick of another 9/11,UNHARMFUL_PROFANITY
1292,First and foremost I am a bullshitter,UNHARMFUL_PROFANITY
1307,@user Just hope they don't fuk up with chainsaw man,UNHARMFUL_PROFANITY
1321,off because my ugly pathetic ass just going to bring,UNHARMFUL_PROFANITY
1329,a weirdo and the teacher is the biggest bitch ever,UNHARMFUL_PROFANITY
1333,young to be a cum dumpster whore but i pay,UNHARMFUL_PROFANITY
1338,gens after have 1 banger starter line and 2 shitters,UNHARMFUL_PROFANITY
1339,now left us in a shit situation where this could,UNHARMFUL_PROFANITY
1349,@user It's rare cause a bitch not leaving n and,UNHARMFUL_PROFANITY
1358,on their arms... is this the new dick sizing competition?,UNHARMFUL_PROFANITY
1361,anyways we used to wasting time on pure bullshit 🙃,UNHARMFUL_PROFANITY
1366,applications? No. But I'd feel like a bad ass bitch,UNHARMFUL_PROFANITY
1376,so i keep sending goofy ass tweets to her from,UNHARMFUL_PROFANITY
1378,I've seen you. So How tf can you even say,UNHARMFUL_PROFANITY
1382,man said 'thick like cow shxt' 😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂 yo these men,UNHARMFUL_PROFANITY
1384,games after my wrist surgery shits lowkey depressing I need,UNHARMFUL_PROFANITY
1387,"she doesnt deserve all this bullshits. human, why r u",UNHARMFUL_PROFANITY
1388,"right body, dysphoria is a pain in the fucking ass.",UNHARMFUL_PROFANITY
1394,Absolutely not. It's just that sometimes goodbyes are a bitch.,UNHARMFUL_PROFANITY
1407,Novocaine flow hoe you ain't know? Like a balla in,UNHARMFUL_PROFANITY
1410,to donate or whatever the fuck to your cause. You,UNHARMFUL_PROFANITY
1416,"It wasn't rigged you complete cock womble, you can't fake",UNHARMFUL_PROFANITY
1423,"The alien's hips thrust again, cock sliding the small space",UNHARMFUL_PROFANITY
1425,and dread over what the fuck I am actually supposed,UNHARMFUL_PROFANITY
1426,you some things to see your views. horny cocktribute cumtribute,UNHARMFUL_PROFANITY
1432,you got all the slow niggas' 😹😹😹😹,UNHARMFUL_PROFANITY
1433,do is compare me to these other bitches! 😂 baby,UNHARMFUL_PROFANITY
1436,I want to be drunkkkk assssf for my birthday 😭😮\u200d💨,UNHARMFUL_PROFANITY
1438,done that. More like that cunt deserved it. Football fans,UNHARMFUL_PROFANITY
1444,'dada' for the pass three days...... wtf do you expect,UNHARMFUL_PROFANITY
1457,@user She needs to jerk off big horse cock 🍆🍆🍆🍆,UNHARMFUL_PROFANITY
1459,i do not give two shits about some guy's name,UNHARMFUL_PROFANITY
1462,to participate in a huge cock exchange. You will buy,UNHARMFUL_PROFANITY
1467,live in the outback. The evil bastards live among us,UNHARMFUL_PROFANITY
1484,they just be shooting the shit and casually talking about,UNHARMFUL_PROFANITY
1486,little sub daddy lewd naughty cumslut lewdRP slut cockslut amateurvideo,UNHARMFUL_PROFANITY
1487,Tired of taking meds w/ BS side effects Dr. probably,UNHARMFUL_PROFANITY
1489,tell me to drink my piss... Then laugh at me,UNHARMFUL_PROFANITY
1502,dumps on their friends without warning a very fuck you,UNHARMFUL_PROFANITY
1505,"ideology' that colours everything a shitstain brown, look no further",UNHARMFUL_PROFANITY
1509,@user whew that ratio.... yo goofy ass deserved,UNHARMFUL_PROFANITY
1516,"she wasn't going to be pissed about meatloaf before, she",UNHARMFUL_PROFANITY
1520,"excuses, no trial just drag his scrawny ass to jail.",UNHARMFUL_PROFANITY
1527,upon themselves to do some thotty shit to memorialize me,UNHARMFUL_PROFANITY
1528,have big accounts who always shit on other groups. Put,UNHARMFUL_PROFANITY
1533,ones that dropped are hard af. i'm never paying $,UNHARMFUL_PROFANITY
1535,"> tomorrow, And shit on the bastard (s) below, below",UNHARMFUL_PROFANITY
1536,"mfs got only fans now, niggas think they Jordan Belfort",UNHARMFUL_PROFANITY
1537,you just call me a fucking coward?' Hunt tipped his,UNHARMFUL_PROFANITY
1538,"covid, haha April Fool's,'''' their ass is blocked. Silly, goofy",UNHARMFUL_PROFANITY
1539,business closes and don't pay money back ffs. Robbing fuckers.,UNHARMFUL_PROFANITY
1540,' 2 and black in England with no bitches ',UNHARMFUL_PROFANITY
1548,this I sound like an asshole. I'm' just kinda annoyed,UNHARMFUL_PROFANITY
1552,keep starting new pieces in all these different mediums wtffffff,UNHARMFUL_PROFANITY
1556,attach myself to another sport. I'm a competitive fucker lol,UNHARMFUL_PROFANITY
1560,"girls, against my will at 8 in the fucking morning",UNHARMFUL_PROFANITY
1561,NYC! 2022 will be a fucking blast! WAGMI!! 🎉🎊 @user,UNHARMFUL_PROFANITY
1562,online/app launches are infiltrated with fucking bots that snatch it,UNHARMFUL_PROFANITY
1566,think i am chilling) No bitch vada majheraa hunxu yo,UNHARMFUL_PROFANITY
1576,name in yo mouth you dick sucking cause i don't,UNHARMFUL_PROFANITY
1579,If a mfer out here questioning my loyalty they shouldn't,UNHARMFUL_PROFANITY
1581,asserting needs and being a dickhead. Shaming people is sometimes,UNHARMFUL_PROFANITY
1582,No beer and no FM22 make bigcockbassey go something something…,UNHARMFUL_PROFANITY
1586,"what u expert to happen dumbasses, that why people got",UNHARMFUL_PROFANITY
1591,is that twitch rivals is kinda in the shitter atm,UNHARMFUL_PROFANITY
1600,it's just a bunch of pussys that leave when they,UNHARMFUL_PROFANITY
1609,"you that are just too fucking sexy, sweet and cool.",UNHARMFUL_PROFANITY
1618,"Bidens near future sucks hairy balls ladies and gentlemen, wakeup",UNHARMFUL_PROFANITY
1630,@user Very sweet boobs nipples Billy and legs dolly and,UNHARMFUL_PROFANITY
1632,11am and i'm 5 ibuprofens deep fuck a buzz ball,UNHARMFUL_PROFANITY
1637,"anything','''' oh and the little bitches didnt want to go",UNHARMFUL_PROFANITY
1655,his real life piece of shit scumbag energy into something,UNHARMFUL_PROFANITY
1670,evolution mate.. now you're sounding like an old fooker 😂😂,UNHARMFUL_PROFANITY
1672,or ratchet cause he'll smack tf outta me 💀 I,UNHARMFUL_PROFANITY
1674,are in love with dean fucking winchester... i don't guilt,UNHARMFUL_PROFANITY
1678,still don't understand why grown ass people don't understand bodily,UNHARMFUL_PROFANITY
1682,Triller promotions is fking trash for canceling Teo vs Kambosos🤦\u200d♂️,UNHARMFUL_PROFANITY
1684,@user @user she has a dick?,UNHARMFUL_PROFANITY
1685,"His Tok Tok account name, 4doorsmorewhores and him saying 'Bruh,",UNHARMFUL_PROFANITY
1688,for school back then we used to fight any motherfuker,UNHARMFUL_PROFANITY
1689,least that's' legally allowable ARE shitheads. But why on earth,UNHARMFUL_PROFANITY
1691,also the apple cider we have fucking sucks for this,UNHARMFUL_PROFANITY
1693,in my truck and how fuckn cold it is I,UNHARMFUL_PROFANITY
1695,"well, it's been the 'mail, motherfucka' from Road Trip since",UNHARMFUL_PROFANITY
1696,life just started getting fucked up and making me depressed,UNHARMFUL_PROFANITY
1697,for even existing. He also whored Melody out to the,UNHARMFUL_PROFANITY
1704,of them are a peice of shit so don't even,UNHARMFUL_PROFANITY
1705,the actual people responsible is a fucking idiot...... What? HappyNewYear2021,UNHARMFUL_PROFANITY
1706,months ago and now I'm' just straight up a zenosfucker,UNHARMFUL_PROFANITY
1710,'I don't give a fuck about running the 1s when,UNHARMFUL_PROFANITY
1714,offended me? It doesn't… It makes my little clitty twitch,UNHARMFUL_PROFANITY
1715,@user lmfaooo he was like 'aye you poppin pills??? 👀👀',UNHARMFUL_PROFANITY
1718,Bro I'm so fuckin exhausted mentally and physically it's been,UNHARMFUL_PROFANITY
1727,"in action at some places, Fuck off those ppl who",UNHARMFUL_PROFANITY
1731,@user Hey dicksucker stop playing on,UNHARMFUL_PROFANITY
1734,"@pulte $ gavynsabitch, I need that",UNHARMFUL_PROFANITY
1735,and mental symptoms for 7 fucking years before they ran,UNHARMFUL_PROFANITY
1741,that little vein and it reminds me of a dick,UNHARMFUL_PROFANITY
1746,Tgese mfers think cause I'm' here on overtime I'm' about,UNHARMFUL_PROFANITY
1751,break that you NEED to brush your stanky ass teeth.,UNHARMFUL_PROFANITY
1752,have to chew so God damn loud omg!!!!!! It's so,UNHARMFUL_PROFANITY
1753,I need a way to collect that fucking money hoe,UNHARMFUL_PROFANITY
1758,collecting only them lil bottom bitches if i was' n't',UNHARMFUL_PROFANITY
1759,cheap! sellingcontent buyingcontent sellingnudes buyingnudes dickrate horny hornyhour sex porn,UNHARMFUL_PROFANITY
1761,"fine you if you don't, wankers the lot of them",UNHARMFUL_PROFANITY
1767,its all good when you ass and legs are completely,UNHARMFUL_PROFANITY
1771,so i disconnected because fuck you and now she emailed,UNHARMFUL_PROFANITY
1774,guarantee they did some dumb shit in between getting there,UNHARMFUL_PROFANITY
1776,getting married to my best motherfucking friend. We're KILLING it,UNHARMFUL_PROFANITY
1779,playing like a right nasty bastard tonight. Really got into,UNHARMFUL_PROFANITY
1788,dudes bm took his new bitches babydaddy first 🤣🤣🤣🤣🤣 how,UNHARMFUL_PROFANITY
1803,bastard bitchass like justine littlewood can get a bf what,UNHARMFUL_PROFANITY
1807,We are both moody grumpy assholes and I love her,UNHARMFUL_PROFANITY
1809,show your love' - a bitch who isn't getting flowers,UNHARMFUL_PROFANITY
1811,and just hyperfocused on how shitty the ch * nel,UNHARMFUL_PROFANITY
1815,it'll commemorate your graduation from being a total whore: D,UNHARMFUL_PROFANITY
1817,@GOP Except when they're screaming bullshit about CRT at us,UNHARMFUL_PROFANITY
1822,buy a pole - this shit be having me LIT,UNHARMFUL_PROFANITY
1824,@user badass shoe line for life or $ 20?????,UNHARMFUL_PROFANITY
1828,I might tweet about cock and balls but the only,UNHARMFUL_PROFANITY
1829,sound of a dominant man's voice? kink wmaf bwc pussy,UNHARMFUL_PROFANITY
1836,about me? ima mind my mothafuckin business 💀 'you're probably,UNHARMFUL_PROFANITY
1841,"recovery is pretty strong, others might not be so shitdaymadeshitter",UNHARMFUL_PROFANITY
1842,then I'm in the same fckn predicament the next exercise,UNHARMFUL_PROFANITY
1846,Weed and none of them bitches knew wtf I was,UNHARMFUL_PROFANITY
1848,defend her. You'd a fucking dumbass. Someone had to say,UNHARMFUL_PROFANITY
1849,"are going to our rivals, cry me a fuxking river",UNHARMFUL_PROFANITY
1887,"people who are lgbt, but some people who are assholes.",UNHARMFUL_PROFANITY
1888,draw Hillary's feet. What the fuck she's only one barefoot.,UNHARMFUL_PROFANITY
1902,in our currency. -- El: D (one broke ass bitch),UNHARMFUL_PROFANITY
1904,I don't get that executive ass sucking. AA is a,UNHARMFUL_PROFANITY
1908,"game is dead, why are you acting like a dumbarse?",UNHARMFUL_PROFANITY
1911,horny dick cock bigdick bigcock cum cumslut cocktribute cumtribute nude,UNHARMFUL_PROFANITY
1918,"like yours, they wouldn't b bitching n moaning about broken",UNHARMFUL_PROFANITY
1925,our neighborhood and now bitch ass billionaires are righ rising,UNHARMFUL_PROFANITY
1933,to start a Group Chat wankbattle if u want to,UNHARMFUL_PROFANITY
1946,them so people can have fun again you dumbasses @RavenSoftware,UNHARMFUL_PROFANITY
1955,furry friend really started a biology lesson in twatwaffles,UNHARMFUL_PROFANITY
1967,"always worth it, but don't lose your sanity.','''' Fucking true.",UNHARMFUL_PROFANITY
1971,serious you calling me a bitch isn't gon na make,UNHARMFUL_PROFANITY
1974,comeback cuz i rather die. that shit bring zero benefits,UNHARMFUL_PROFANITY
1975,ass id be one rich motherfuker i tell ya hwat,UNHARMFUL_PROFANITY
1978,it's the European Commission who fucked up by not ingesting,UNHARMFUL_PROFANITY
1982,i fucking hate my body shape): and my tiddies,UNHARMFUL_PROFANITY
1987,show off merch??? It's not fckng cute wtf. This is,UNHARMFUL_PROFANITY
1998,that i am not eating it right now!!!!!!! ooohhhhhh fuck,UNHARMFUL_PROFANITY
2001,tomorrow for weeks and this shit basically just entirely cured,UNHARMFUL_PROFANITY
2007,think I need help @user Bullshit! You're lying... show us,UNHARMFUL_PROFANITY
2008,"@piersmorgan No-one said',''just' a little prick, then?',''' Well done. Hope",UNHARMFUL_PROFANITY
